stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0,1.2,2.63,0,0.65
3dpf,0,0,0,0.67,0,0.59
5dpf,0,1.17,0,4.68,0.8,1.1
10dpf,3.28,8.05,0,0,0,0
