stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.54,0,0,0,0
3dpf,1.02,0.42,0.3,0,0.53,0,0
5dpf,0,0,7.18,0.86,1.27,0,0
10dpf,0,0.57,12.42,0,0,1.32,4.09
