stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.47,0,0
3dpf,0.34,33.23,0,0.57,0.32
5dpf,0.48,58.11,0,3.17,0.78
10dpf,0,3.14,0,0,0
