stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,0.52,0,0,2.74,0.68,0.59,0,7.44
3dpf,1.51,0.62,0,0,0.41,0,0,2.02
5dpf,2.81,1.43,1.62,0.94,0,0,0.6,1.69
10dpf,2.34,0,19.29,0,4.86,0,0,2.29
