stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.76,0,0.63,4.8,0,0.76,2.3
3dpf,5.79,0.3,0,0.34,0,0,0.54
5dpf,0.53,0,0,3.15,0,0.68,1.41
10dpf,4.98,0.59,0.7,2.91,1.18,2.44,1.14
