stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
5dpf,19.66,1.59,1.94,5.8,0.29,0.32
10dpf,0,0,0,0.76,0.66,0
