stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.91,0,0,0,0.5,0,0
3dpf,6.56,0,0.55,0.3,4.34,0,0.62
5dpf,0.32,0.39,0.83,0,1.87,0,0
10dpf,2.65,0,1.39,1.26,2.6,0.4,0
