stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
19hpf,1.54,0,0,0
24hpf,0.91,0,0,0
2dpf,22.12,0.74,0,0
3dpf,4.2,1.21,0,0.42
5dpf,9.78,0.97,0.91,0
10dpf,3.76,0.98,0,0
