stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,0,0,0,0,164.16,13.98,0,712.41,0
12hpf,0,0,0,2.2,123.02,15.72,0,626.98,0
14hpf,0,0,0,0,51.58,4.6,0,666.94,0
16hpf,0,0,0,0,152.82,3.49,0,892.26,1.71
19hpf,0,0,0,0,41.24,0,0,177.64,0
24hpf,5.79,0,2.45,1.27,27.79,0.88,0,2410.11,5.87
2dpf,51.4,0,4.24,5.82,13.95,11.84,8.59,109.36,12.98
3dpf,3.4,0.34,0.84,0.41,0.43,1.18,0,22.31,0.75
5dpf,0,0,3.45,1.37,0.67,5.67,1,39.01,3.51
10dpf,6.38,1.61,0,0.6,0,4.2,0,30.23,1.64
