stage,central_nervous_system,endoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,2.93,0,0.58,16.41,0,0,0
3dpf,2.31,0,7.44,0,0,0,5.95
5dpf,0,0,14.26,0,0.43,4.75,52.04
10dpf,8.44,7.58,4.15,0.65,0,0.62,73.49
