stage,central_nervous_system,endoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,1.81,0
3dpf,2.96,0,0,0,0.31
5dpf,0,0.34,1.32,0,2.5
10dpf,0,0.38,0,0,0
