stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.84,0,0,1.7,0,0,0,0,1.35
3dpf,93.14,0.87,0,0,0.79,1.48,0,0,0
5dpf,1.83,0.39,1.56,0.32,0.31,4.49,0.35,0.44,5.29
10dpf,30.04,1.44,0,0,0.64,1.62,0,0.73,0
