stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,0,4.35,0,0,0,0,0
24hpf,0,1.15,0,0,0,0,0
2dpf,1.27,0.92,0,0,0,0.78,6.39
3dpf,2.66,6.65,0,2.96,0,0.29,0.68
5dpf,1.94,2.75,0.34,5.55,0.72,0,3.3
10dpf,0.58,6.45,0.44,0.62,0,0,0.41
