stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.05,0,0,0,0,0,0,0
3dpf,7.22,0,0,0,0,2.36,0,0.38
5dpf,1.06,0,0,0,0,1.68,0.36,0
10dpf,8.78,1.28,0.39,2.14,0.39,0.93,0,1.05
