stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,notochord,periderm
3dpf,12.93,0,0,1.74,0,0,0
5dpf,1.29,0,1.83,3.52,1.95,0.68,0.6
10dpf,34.58,0.58,0,1.15,0,0,0
