stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,14090.61,314.82,58.19,0,2684.8,253.7,0,594.35,5864.18,5565.07
12hpf,19828.58,775.86,165.29,642.28,5485.78,1049.17,49.4,1511.22,9236.09,7013.72
14hpf,11034.52,223.76,547.65,782.82,2575.15,1156.04,187.17,342.73,4540.4,5232.65
16hpf,10697.33,555.03,857.77,1088.67,3854.98,1568.42,365.65,576.08,5030.15,6627.34
19hpf,9863.59,105.86,205.84,522.19,1478.03,632.65,272.35,169.76,1050.25,4668.59
24hpf,11778.36,223.83,1343.94,1340.95,3480.79,1589.33,610.12,111.4,2755.07,3406.05
2dpf,5354.27,81.97,390.5,837.51,2032.88,4066.78,600.51,117.66,1130.97,1522.43
3dpf,8749.98,139.66,181.91,360.63,286.43,3825.81,157.92,0.53,291.63,509.82
5dpf,1175.44,129.72,565.64,953.17,262.67,2937.23,275.33,193.67,441.7,2002.85
10dpf,3270.68,193.7,622.56,635.03,201.37,2156.13,150.87,5.37,247.38,492.07
