stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.57,0,0.49,0,0
3dpf,6.54,0.53,0.8,0,0.48
5dpf,0,1.34,1.79,0.71,0
10dpf,0.5,0,0.43,0.46,0
