stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,8.11,0,0,2.07,0,0.55,0,0
3dpf,12.07,0,0.33,0.3,0,0,0.3,0
5dpf,0,0.54,1.49,1.01,0,0,0.63,1.12
10dpf,18.48,1.68,0,2.64,0.44,0,1.22,0
