stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,2.21,0,0,1.81,0
3dpf,2.93,0,1.79,0,0
5dpf,0.62,0.89,0,0,0.97
10dpf,7.38,0,0,0,0
