stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,6.33,0,2.09,1.68,3.55,0
3dpf,132.12,0,0,5.43,0,0
5dpf,3.49,0,1.82,5.88,1.48,0.32
10dpf,54.45,0.66,0.4,2.7,0,0
