stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,54.69,0,26.44,0,30.34,11.18,0,157.49,32.1,154.46
12hpf,82.13,13.07,21.39,12.25,34.89,7.15,0,481.37,114.97,105.32
14hpf,309.75,10.08,83.09,84.5,69.62,146.41,4.62,247.27,169.45,559.46
16hpf,660.83,32.8,54.64,84.66,157.39,292,13.79,282.12,517.85,477.77
19hpf,823.67,0,16.04,51.31,90.7,52.58,68.94,87.14,41.86,441.96
24hpf,1291.72,9.52,179.71,48.35,69.65,188.51,137.22,10,272.46,252.58
2dpf,1251.8,4.66,261.95,213.67,254.92,728.34,222.31,20.93,212.46,927.85
3dpf,5962.59,71.35,179.41,128.98,77.25,1378.9,35.35,1.06,63.68,482.5
5dpf,825.84,99.35,250.75,495.75,81.26,1825.92,156.19,41.3,179.33,1551.35
10dpf,4021.35,232.96,808.79,583.67,120.95,1599.76,216.99,4.12,183.7,1093.68
