stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,0,0.52
3dpf,0.35,4.57,0,0,0
5dpf,0,5.3,0.38,0.38,0
10dpf,0,9.12,0,0,0
