stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,26.59,0,0,0,29.07,0,0,8.48,38.85,10.53
12hpf,59.5,12.34,3.59,2.46,17.33,11.21,0,48.81,47.97,50.8
14hpf,14.51,0,2.54,4.96,3.37,5.98,0,10.75,7.13,49.95
16hpf,404.36,10.95,0,13.57,49.51,25.37,8.2,48.35,62.82,137.92
19hpf,424.3,0,0,0,10.82,1.53,2.04,12.16,4.07,117.33
24hpf,100.16,3.84,0,14.29,17.21,8.24,5.36,6.23,12.04,29.03
2dpf,543.33,21.64,37.52,106.92,124.19,285.37,46.74,31.17,113.71,471.39
3dpf,886.11,13.77,14.43,21.37,20.22,208.78,8.41,0,16.14,174.52
5dpf,389.26,31.23,68.56,107.11,50.84,380.03,67.31,55.57,65.14,559.3
10dpf,614.41,44.31,35.45,53.86,19.37,160.33,14.69,0,45.35,120.95
