stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.66,0,0,0,0,0,0
3dpf,20.87,0,0,0.41,0,0,0.7
5dpf,4.39,0.37,0,0,1.79,0.49,1.25
10dpf,71.84,0.69,1.22,0.43,0.45,0,0
