stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
19hpf,3.41,0,0,0,0
2dpf,0.77,0,1.81,0,2.14
3dpf,0,0.31,0,0.36,0
5dpf,0,0,0,0.56,0.45
10dpf,0,0,0.5,0,0
