stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,35.29,0,0,0,0,0,0,0,8.88,20.99
12hpf,33.97,2.32,0,0,5.71,0,0,0,13.58,39.7
14hpf,7.68,0,0,0,2.89,2.3,0,0,5.46,15.16
16hpf,48.92,5.24,0,1.76,15.81,3.82,0,0,10.47,21.66
19hpf,16.47,0,0,0,1.66,0,0,0,0,5.4
24hpf,42.95,0,3.54,5.36,3.49,6.65,0.89,0,3.41,8.55
2dpf,230.52,3.52,27.97,36.49,70.49,150.62,21.5,1.2,33.12,78.52
3dpf,703.73,5.34,7.57,17.49,20.62,219.8,10.46,0,17.37,28
5dpf,78.79,8.14,31.75,34.66,24.06,294.84,27.74,9.88,35.15,126.17
10dpf,375.86,10.58,48.8,27.58,12.17,178.6,16.23,0.57,23.12,37.37
