stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,6.77,0.69,0,0.64,3.36,1.39,4.85
3dpf,1.41,0,0,0,7.53,0,3.23
5dpf,2.72,0,0,0,23.37,0,32.94
10dpf,2.22,0.73,0.39,0,8.36,0,7.77
