stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,11.84,0,0,4.1,4.02,0,2.82,1.16
3dpf,3.88,0.51,0,0,0.37,0,0.66,0
5dpf,0.99,0,1.1,0.54,2.39,0.56,0.92,4.79
10dpf,0.38,0,0,0,0.79,0,3.77,1.14
