stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
3dpf,0.41,0,0,0.98,2.12
5dpf,0,0,0.63,0.78,33.4
10dpf,1.76,1.26,0,0,11.93
