stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,9.55,0,1.96,0.63,0.52,0.57,0.84,1.13
3dpf,43.55,0.52,0,1.43,0,0,0.43,0
5dpf,5.02,0,0,15.83,0,1.75,0,0
10dpf,15.16,0,0,3.55,0,0,0.75,1.32
