stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,6.03,0,0,0,1.26
3dpf,5.23,0,0.54,0.45,1.54
5dpf,58.45,0.68,2.74,1.01,5.71
10dpf,2.72,0.43,0,0,0
