stage,central_nervous_system,endoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,1.94,0,0,0
3dpf,18.3,0,0,0,0,0
5dpf,0.64,0.51,4.75,0.95,0.37,0.74
10dpf,11.71,0,0,0,0,0
