stage,central_nervous_system,endoderm,mesenchyme,neural_crest,periderm
2dpf,6.23,0,0,0,1.34
3dpf,29.29,0,0.41,0,0
5dpf,2.01,1.04,2.09,2.4,0.41
10dpf,16.06,0,4.55,2.97,0
