stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0.75,1.73,0,1.14,0,0
3dpf,0,0,0,2.09,0,0,0
5dpf,0,0.8,0,0.43,0,0,0
10dpf,2.01,0,0,0,0,0.46,0.61
