stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
12hpf,1.95,0,0,0,0,0,0,0
3dpf,17.27,0,1.45,0.89,0.96,0,0,0
5dpf,4.73,0.54,0.74,0,0.97,0.44,0.36,0.41
10dpf,9.22,0,0,0,0,0,0,0
