stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,7.46,0,1.56,2.39,2.91,0,0.73,9.5
3dpf,0,0,0.51,0,0,0,0,0.44
5dpf,1.6,0.7,0,0,0,0.3,0,3.66
