stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,55.16,0,0
2dpf,8.63,0,2.1,7.03,9.99,239.95,1.53,1.05
3dpf,10.84,0.31,0.3,1.37,1.04,2.61,0,0
5dpf,2.69,1.39,0.71,5.56,7.7,93.77,2.93,2.69
10dpf,23.37,0.38,1.48,0,1.29,135.91,2.43,0
