stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
3dpf,32.48,0,0.38,0.42,0
5dpf,2.15,0.6,0,4.04,0.37
10dpf,9.41,0,0,2.8,0
