stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.26,0,0,0,0,0,0,0
3dpf,5.09,0,0,0,3.33,0,0.75,0
5dpf,2.31,0.41,0.39,2.15,7.34,0.48,0.37,1.26
10dpf,0,0,0,0,2.59,0,0,0.65
