stage,central_nervous_system,endoderm,hematopoietic_system,paraxial_mesoderm,periderm
24hpf,5.32,0,0,9.89,0
2dpf,0,0,0.89,0,0
3dpf,0.38,0,0,0,0
5dpf,0,0,0.63,0,0.31
10dpf,0,1.45,4.95,0,0.58
