stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
12hpf,0,0,0,5.07,0,0
24hpf,0.84,0,0,0,0,0
2dpf,23.74,0,0.87,4.12,0,4.21
3dpf,33.85,0,1.36,0.62,0.38,0
5dpf,41.61,0.65,0,5.01,1.22,2.38
10dpf,25.89,0.94,1.58,1.78,0,0
