stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.78,0,0,2.06,0
3dpf,7.23,0,0,0,0
5dpf,18.95,0.33,1.3,0.72,0.37
10dpf,0.48,0,0,0,0
