stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,11.22,0,3.93,1.7,2.83,0,1
3dpf,60.85,1.14,1.4,5.28,0,0,1.3
5dpf,0.61,0.44,0.29,1.97,0,0.31,2.11
10dpf,30.23,0,0,4.77,0,1.54,1.04
