stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.89,0,0,2.93,0,0,0,0
3dpf,17.11,0,1.63,3.91,0,0,0.4,0
5dpf,5.26,0.55,0,11.23,0.96,1.94,1.71,9.88
10dpf,22.24,1,0.43,25.09,0.52,0,1.8,1.26
