stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,1.04,1.25
3dpf,0,0.31,0.35,0,0
5dpf,1.15,0.73,0.81,0,1.74
10dpf,3.67,0.92,1.33,0,0
