stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0.83,0,0,0
3dpf,2.99,0,0,1.36
5dpf,0,0,0.44,0.89
10dpf,0,0.65,0,0
