stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0.57,11.44,0,3.18,13.83
3dpf,0,0,0,0.42,1.54,0,0.65,0.81
5dpf,2.55,0.35,0.36,0,24.16,0.45,1.8,62.88
10dpf,0,0.5,0,0,1.7,0,0,6.61
