stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,11.54,0,2.95,2.6,0,0.51,0.7,1.18
3dpf,8.87,0.46,0.89,0,1.23,0,0,0
5dpf,5.54,0.36,0,0.36,3.76,0,0,1.89
10dpf,7.49,0,0.42,0,0,0,0,0
