stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.73,0,0.69,0,0
3dpf,31.13,0,2.26,0,0.3
5dpf,0.42,0.5,1.5,0.38,1.32
10dpf,10.64,0,1.02,0,0
