stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,0,0,0,16.06,0,0,0
16hpf,0,0,0,19.77,0,0,0
19hpf,0,0,0,2.5,0,0,0
2dpf,1.84,1.64,0.58,6.04,1.65,0,2.81
3dpf,1.7,1.6,1.57,7,0.68,0.48,6.23
5dpf,0,1.29,2.36,0.62,1.12,0.93,8.77
10dpf,0,2.71,2.62,3.85,0.83,1.51,7.05
