stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,2.78,0,0
3dpf,1.56,0,0.34,0.58,0,0.91
5dpf,0,0,0,0.57,0.66,1.7
10dpf,0,0.82,0,0.66,0,0.69
