stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,10.87,0,0,0.6,0,0,0
3dpf,37.66,0.57,0,0,0,0,0
5dpf,2.74,1.04,0.81,0.62,3.07,1.47,0.31
10dpf,29.11,0,0,0,2.74,1.15,0
