stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm
2dpf,0.53,0,0,0,0,0,0
3dpf,4.3,0,0,0.39,0,0,0
5dpf,9.69,0.36,0.31,0,0.74,0.49,1.08
10dpf,7.5,0,0,0,0,0,0
