stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0.91
2dpf,0,0,0.51,1.55,2.18,34.6
3dpf,1.14,1.07,0.37,1.24,0,4.84
5dpf,2.82,0.71,1.06,0.66,0.52,26.21
10dpf,0.57,0.97,0,1.17,0,7.89
