stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,185.87,0,0,0,43.66,0,0,0,39.23,20.56
12hpf,467.6,5.48,11.07,11.8,62.19,26.85,1.95,15.14,459.77,86.98
14hpf,168.18,6.25,18.56,13.26,31.1,9.25,3.43,2.44,59.96,22.67
16hpf,532.01,14.28,44.72,22.62,117.05,64.47,20.42,2.83,207.38,166.93
19hpf,381.56,1.58,8.75,9.39,29.21,15.47,4.96,0,39.45,63.39
24hpf,807.03,4.96,81.57,18.1,90.93,49.71,33.61,0,312.15,106.49
2dpf,554.77,24.08,31,47.82,148.56,273.31,56.17,1.02,146.62,78.54
3dpf,807.34,36.98,16.08,24.18,17.46,210.14,8.55,0,30.11,56.82
5dpf,227.49,22.66,100.83,110.73,39.53,571.73,43.38,15.58,154.69,350.07
10dpf,537.53,51.16,65.61,102.01,37.99,506.26,23.58,0.51,92.2,109.63
