stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.28,0,0,0,0
3dpf,2.02,0,0,1.2,0
5dpf,1.81,9.8,0.69,4.76,0
10dpf,0,13.69,0,0,0.66
