stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.89,0,0,3.19,0,0
3dpf,3.81,0,0,0.38,1.75,0
5dpf,0,0.42,0.62,0,4.33,3.14
10dpf,2.19,0,10.67,2.34,5,0
