stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0.9,0.69,0.72,1.2
3dpf,3.07,0,1.05,0,0
5dpf,0,0,0.81,0,0
10dpf,4.25,0,0,0,0
