stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.35,0,0,0.54,0,1.21
3dpf,1.56,0.48,1.52,0,0.29,0.33
5dpf,0.86,1.65,0.3,0,0,1.56
10dpf,1.62,0.75,0,0,0,1.97
