stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.72,0,1.92,0,15.12
3dpf,0.47,7.79,0,0,12.1
5dpf,0.32,4.21,0,0.42,39.75
10dpf,2.44,8.58,0,0,16.52
