stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,2.37,0,0
3dpf,0.53,2.51,0,2.15,0,0
5dpf,1.51,2.46,1.34,9.53,1.75,1.41
10dpf,0,11.55,1.62,15.32,0.56,0
