stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8097.59,179.71,96.97,0,1295.26,102.14,0,197.04,2995.59,3150.85
12hpf,12613.28,358.47,90.15,313.56,3133.94,532.26,32.7,574.99,4950.87,4230.17
14hpf,4654.88,75.3,262.95,235.89,909.17,476.84,57.62,70.96,1662.11,1337.64
16hpf,5790.14,255.21,293.94,378.75,2071.29,651.9,205.63,173.63,2337.37,2051.45
19hpf,5042.12,49.29,33.27,98.14,516.72,200.89,92.49,35.73,370.28,879.13
24hpf,4910.12,70.08,269.4,251.11,1113.37,437.19,142.58,12.75,753.27,579.41
2dpf,2620.32,51.06,177.91,341.79,1185.09,1869.04,231.83,26.05,529.74,773.4
3dpf,5875,55.27,40.2,92.24,121.5,1459.34,53.25,0,112.69,209.17
5dpf,681.65,73.23,215.4,364.03,182.22,1913.82,158.52,52.83,358.5,1157.01
10dpf,6372.95,163.62,293.54,308.46,127.94,2017.28,124.16,3.8,231.13,422.4
