stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,2,0,1.07,1.02,0
3dpf,0,0,0,1.15,0
5dpf,1.19,0.29,0.73,3.87,0
10dpf,1.8,0,0,2.48,0.39
