stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,9.4,9.17,0
12hpf,12.13,0,0,0,0,0,0,4.87,10.72,0
14hpf,2.81,0,0,0,0,0,0,0,0,0
16hpf,1.71,0,0,2.13,5.39,0,0,0,5.47,7.07
19hpf,2,0,0,0,0,0,3.39,0,0,0
24hpf,3.93,0,0.83,0,0.9,0.93,0,0,0,0.84
2dpf,109.37,5.82,11.26,25.68,38.47,72.71,21.14,0.81,23.37,15.24
3dpf,115.46,13.09,2.43,31.39,10.21,77.55,4.08,0,3.6,9.87
5dpf,46.12,11.91,15.42,82.16,10.59,136.99,11.58,1.39,18.43,51.93
10dpf,72.4,27.81,6.42,27.88,5.73,44.53,5.02,0.4,4.76,3.31
